Reference,Road,Ward,Defect,Recorded,Completed,Cost,Easting,Northing
HWO2509354,BRADFORD ROAD -  (Calverley and Farsley) - A-0647-043,Calverley and Farsley,Pothole Cwy,19/03/2025,,71.11,,
HWO2509353,BRADFORD ROAD -  (Calverley and Farsley) - A-0647-043,Calverley and Farsley,Pothole Cwy,19/03/2025,,71.11,,
HWO2509350,STANNINGLEY ROAD -  (Armley) - A-0647-008,Armley,Pothole Cwy,19/03/2025,20/03/2025,0,427097.3112,433697.8972
HWO2509348,LEEDS AND BRADFORD ROAD - (Bramley and Stanningley) - 23007431,Bramley and Stanningley,Pothole Cwy,19/03/2025,20/03/2025,71.11,423767.1196,435661.8902
HWO2509347,VALLEY ROAD - (Pudsey) - 23020432,Pudsey,Pothole Cwy,19/03/2025,25/03/2025,71.11,422627.3639,432682.3218
HWO2509346,VALLEY ROAD - (Pudsey) - 23020432,Pudsey,Pothole Cwy,19/03/2025,,71.11,422627.3639,432682.3218
HWO2509345,LANDSEER MOUNT - (Bramley and Stanningley) - 23007254,Bramley and Stanningley,Pothole Cwy,19/03/2025,26/03/2025,71.11,425206.2357,435391.1645
HWO2509342,WOOD LANE - (Rothwell) - 23023065,Rothwell,Pothole Cwy,19/03/2025,26/03/2025,71.11,434272.8574,428392.4511
HWO2509341,BUTCHER HILL - (Kirkstall) - 23002789,Kirkstall,Pothole Cwy,19/03/2025,19/03/2025,0,426176.7636,437497.6744
HWO2509339,SUMMERFIELD ROAD - (Bramley and Stanningley) - 23011771,Bramley and Stanningley,Pothole Cwy,19/03/2025,26/03/2025,71.11,423181.4813,435211.7436
HWO2509337,MOORSIDE ROAD - (Morley North) - 23022542,Morley North,Pothole Cwy,19/03/2025,,71.11,422601.4814,428495.7611
HWO2509336,STONEBRIDGE LANE - (Farnley and Wortley) - 23011654,Farnley and Wortley,Pothole Cwy,19/03/2025,,71.11,425478.9247,432857.9441
HWO2509335,DEANFIELD AVENUE - (Morley North) - 23022648,Morley North,Pothole Cwy,19/03/2025,27/03/2025,71.11,425763,428500
HWO2509333,WELLINGTON STREET - (Little London Woodhouse) - 23013154,Little London and Woodhouse,Pothole Cwy,19/03/2025,19/03/2025,0,429006.9104,433560.1812
HWO2509330,SUMMERFIELD ROAD - (Bramley and Stanningley) - 23011771,Bramley and Stanningley,Pothole Cwy,19/03/2025,26/03/2025,71.11,423163.5101,435200.0201
HWO2509329,NORTHERN STREET - (Hunslet and Riverside) - 23008966,Hunslet and Riverside,Pothole Cwy,19/03/2025,25/03/2025,0,429495.1316,433314.0215
HWO2509328,QUEEN STREET - (Rothwell) - 23022990,Rothwell,Pothole Cwy,19/03/2025,19/03/2025,0,433593.7292,427087.3938
HWO2509327,ST LUKES CRESCENT - (Beeston and Holbeck) - 23011405,Beeston and Holbeck ,Pothole Cwy,19/03/2025,26/03/2025,71.11,429451.2463,431759.7832
HWO2509326,OULTON LANE - (Rothwell) - 23023105,Rothwell,Pothole Cwy,19/03/2025,19/03/2025,0,434822.3079,428190.6367
HWO2509325,RING ROAD LOWER WORTLEY - (Farnley and Wortley) - 23010290,Farnley and Wortley,Pothole Cwy,19/03/2025,19/03/2025,0,427194.9611,431557.0868
HWO2509324,MARSH STREET CAR PARK ACCESS ROAD - (Rothwell) - 23031084,Rothwell,Pothole Cwy,19/03/2025,26/03/2025,71.11,434525.5612,428109.5978
HWO2509323,TUNSTALL ROAD - (Hunslet and Riverside) - 23012356,Hunslet and Riverside,Pothole Cwy,19/03/2025,19/03/2025,0,430504.1286,431154.2982
HWO2509321,LEEDS ROAD - (Rothwell) - 23023306,Rothwell,Pothole Cwy,19/03/2025,19/03/2025,0,436178.3038,427761.9863
HWO2509320,ST EDGARS SQUARE - (Morley South) - 23033014,Morley South,Pothole Cwy,19/03/2025,26/03/2025,71.11,426587.2703,427397.9498
HWO2509319,HUNSLET DISTRIBUTOR ROAD - (Hunslet and Riverside) - 23030318,Hunslet and Riverside,Pothole Cwy,19/03/2025,19/03/2025,0,431316.4064,432348.3179
HWO2509318,LANDSEER MOUNT - (Bramley and Stanningley) - 23007254,Bramley and Stanningley,Pothole Cwy,19/03/2025,26/03/2025,71.11,425213.6827,435396.9739
HWO2509317,REDVERS CLOSE - (Weetwood) - 23014383,Weetwood,Pothole Cwy,19/03/2025,23/04/2025,71.11,426114.6356,438188.6558
HWO2509316,CHAPEL STREET - (Headingley and Hyde Park) - 23003163,Headingley and Hyde Park,Pothole Cwy,19/03/2025,26/03/2025,71.11,427843.2904,436231.3725
HWO2509315,GHYLL BECK DRIVE - (Otley and Yeadon) - 23022180,Otley and Yeadon,Pothole Cwy,19/03/2025,14/05/2025,71.11,418570.5312,444665.4562
HWO2509313,DALE PARK GARDENS - (Adel and Wharfedale) - 23004124,Adel and Wharfedale,Pothole Cwy,19/03/2025,28/03/2025,71.11,424826.9867,439771.9652
HWO2509312,APPERLEY LANE - (Horsforth) - 23020715,Horsforth,Pothole Cwy,19/03/2025,20/03/2025,71.11,420362.235,439964.9466
HWO2509311,CRESKELD GARDENS - (Adel and Wharfedale) - 23022282,Adel and Wharfedale,Pothole Cwy,19/03/2025,31/03/2025,71.11,425561.9665,443356.1433
HWO2509309,POOL BANK NEW ROAD - (Adel and Wharfedale) - 23022353,Adel and Wharfedale,Pothole Cwy,19/03/2025,27/03/2025,71.11,424853.0584,444657.7468
HWO2509235,BANK STREET -  (Wetherby) - 23021996-001,Wetherby,Pothole Cwy,18/03/2025,01/04/2025,71.11,440427.75,448231.22
HWO2509234,GREAT WILSON STREET -  (Hunslet and Riverside) - 23005679-001,Hunslet and Riverside,Pothole Cwy,18/03/2025,19/03/2025,0,429944.8354,432940.2638
HWO2509232,BANK STREET -  (Wetherby) - 23021996-001,Wetherby,Pothole Cwy,18/03/2025,01/04/2025,71.11,440371.09,448266.84
HWO2509231,WHITEHALL ROAD -  (Hunslet and Riverside) - 23013435-008,Hunslet and Riverside,Pothole Cwy,18/03/2025,19/03/2025,71.11,429389.4956,433263.6556
HWO2509228,CROSS STREET -  (Wetherby) - 23022015-001,Wetherby,Pothole Cwy,18/03/2025,01/04/2025,71.11,440410.56,448138.67
HWO2509225,GELDERD ROAD -  (Beeston and Holbeck ) - A-0062-018,Beeston and Holbeck ,Pothole Cwy,18/03/2025,27/03/2025,71.11,427820.1644,431748.77
HWO2509199,DEWSBURY ROAD -  (Hunslet and Riverside) - A-0653-030,Hunslet and Riverside,Pothole Cwy,18/03/2025,24/03/2025,71.11,430034.8148,431034.8384
HWO2509196,HAREHILLS LANE -  (Gipton and Harehills) - B-6159-020,Gipton and Harehills,Pothole Cwy,18/03/2025,19/03/2025,71.11,432196.15,435219.35
HWO2509179,WELLINGTON STREET - (Little London Woodhouse) - 23013154,Little London and Woodhouse,Pothole Cwy,18/03/2025,,71.11,428875.7899,433711.4351
HWO2509178,STANNINGLEY ROAD - (Armley) - 23011582,Armley,Pothole Cwy,18/03/2025,02/09/2025,71.11,425475.4853,434269.4851
HWO2509176,WHITEHALL ROAD - (Farnley and Wortley) - 23013435,Farnley and Wortley,Pothole Cwy,18/03/2025,,71.11,424599.131,430704.3181
HWO2509174,WOODHOUSE LANE - (Ardsley and Robin Hood) - 23022734,Ardsley and Robin Hood,Pothole Cwy,18/03/2025,,71.11,429552.8708,423531.3825
HWO2509173,DRIGHLINGTON BYPASS - (Morley North) - 23026021,Morley North,Pothole Cwy,18/03/2025,,71.11,421950.7574,428192.7375
HWO2509171,PEEL STREET - (Morley South) - 23022853,Morley South,Pothole Cwy,18/03/2025,,71.11,426623.9674,427715.5091
HWO2509170,OLD LANE - (Beeston and Holbeck) - 23009163,Beeston and Holbeck ,Pothole Cwy,18/03/2025,02/09/2025,71.11,428939.3732,429852.9699
HWO2509169,GREEN HILL ROAD - (Armley) - 23005699,Armley,Pothole Cwy,18/03/2025,,71.11,425408.6514,434197.0853
HWO2509168,RING ROAD BEESTON PARK - (Middleton Park) - 23010282,Middleton Park,Pothole Cwy,18/03/2025,,71.11,428998.2613,429704.8411
HWO2509167,DRIGHLINGTON BYPASS - (Morley North) - 23026021,Morley North,Pothole Cwy,18/03/2025,,71.11,422269.1321,427978.9799
HWO2509165,COTE LANE - (Calverley and Farsley) - 23020116,Calverley and Farsley,Pothole Cwy,18/03/2025,,71.11,421114.7779,434853.6978
HWO2509163,MILAN ROAD -  (Gipton and Harehills) - 23008267-001,Gipton and Harehills,Pothole Cwy,18/03/2025,25/03/2025,71.11,432032.41,435469.05
HWO2509160,PRIESTHORPE ROAD - (Calverley and Farsley) - 23020257,Calverley and Farsley,Pothole Cwy,18/03/2025,,71.11,421740.9281,435588.4809
HWO2509159,TONG ROAD - (Farnley and Wortley) - 23012242,Farnley and Wortley,Pothole Cwy,18/03/2025,,71.11,424106.8035,432012.617
HWO2509158,MOORSIDE ROAD - (Morley North) - 23022542,Morley North,Pothole Cwy,18/03/2025,,71.11,422621.1136,428515.3197
HWO2509156,MILAN ROAD -  (Gipton and Harehills) - 23008267-001,Gipton and Harehills,Pothole Cwy,18/03/2025,25/03/2025,71.11,432056.9,435456.32
HWO2509154,OUZLEWELL GREEN - (Ardsley and Robin Hood) - 23023014,Ardsley and Robin Hood,Pothole Cwy,18/03/2025,,71.11,433720.3982,426788.1619
HWO2509153,DRIGHLINGTON BYPASS - (Morley North) - 23026021,Morley North,Pothole Cwy,18/03/2025,,71.11,422194.657,428015.8406
HWO2509152,MILAN STREET -  (Gipton and Harehills) - 23008268-001,Gipton and Harehills,Pothole Cwy,18/03/2025,19/03/2025,71.11,432051.52,435418.13
HWO2509150,MILAN STREET -  (Gipton and Harehills) - 23008268-001,Gipton and Harehills,Pothole Cwy,18/03/2025,19/03/2025,71.11,432063.89,435416.32
HWO2509147,MILAN STREET -  (Gipton and Harehills) - 23008268-001,Gipton and Harehills,Pothole Cwy,18/03/2025,19/03/2025,71.11,432077.72,435414.61
HWO2509143,ROYSTON HILL - (Ardsley and Robin Hood) - 23030075,Ardsley and Robin Hood,Pothole Cwy,18/03/2025,,71.11,430838.4297,424456.9429
HWO2509142,CLARENCE ROAD - (Hunslet and Riverside) - 23003368,Hunslet and Riverside,Pothole Cwy,18/03/2025,,71.11,431222.0081,432377.3602
HWO2509141,WOODHOUSE LANE - (Ardsley and Robin Hood) - 23022734,Ardsley and Robin Hood,Pothole Cwy,18/03/2025,,71.11,429333.9278,423347.482
HWO2509139,WOOD LANE - (Rothwell) - 23023065,Rothwell,Pothole Cwy,18/03/2025,,71.11,434238.6648,428542.8724
HWO2509137,GLENHOLME ROAD - (Calverley and Farsley) - 23020138,Calverley and Farsley,Pothole Cwy,18/03/2025,,71.11,421520.7441,434679.397
HWO2509135,WELLSTONE AVENUE - (Pudsey) - 23013160,Pudsey,Pothole Cwy,18/03/2025,,71.11,423963.8508,433777.8711
HWO2509134,MAITLAND PLACE - (Beeston and Holbeck) - 23007920,Beeston and Holbeck ,Pothole Cwy,18/03/2025,,71.11,429451.6843,431759.4241
HWO2509131,WORTLEY MOOR ROAD - (Farnley and Wortley) - 23013771,Farnley and Wortley,Pothole Cwy,18/03/2025,,71.11,426750.4487,432967.2743
HWO2509125,WESTFIELD LANE - (Kippax and Methley) - 23021728,Kippax and Methley,Pothole Cwy,18/03/2025,19/03/2025,71.11,440745.5172,430702.0995
HWO2509123,STAINBECK LANE - (Moortown ) - 23011503,Moortown,Pothole Cwy,18/03/2025,04/04/2025,71.11,429069.6853,437480.5454
HWO2509120,WOODACRE LANE - (Harewood) - 23023704,Harewood,Pothole Cwy,18/03/2025,02/04/2025,71.11,436268.17,443870.9003
HWO2509118,RIDGE ROAD - (Kippax and Methley) - 23021665,Kippax and Methley,Pothole Cwy,18/03/2025,19/03/2025,71.11,443083.827,433492.2332
HWO2509117,PONTEFRACT LANE - (Burmantofts Richmond Hill) - 23009696,Burmantofts and Richmond Hill,Pothole Cwy,18/03/2025,07/07/2025,71.11,433332.2473,432201.3366
HWO2509114,BRADFORD ROAD - (Guiseley and Rawdon) - 23020969,Guiseley and Rawdon,Pothole Carriageway,18/03/2025,09/04/2025,71.11,418065.5829,442601.5306
HWO2509113,OTLEY ROAD - (Weetwood) - 23009272,Weetwood,Pothole Cwy,18/03/2025,,71.11,427129.7271,437360.1099
HWO2509112,RING ROAD WEST PARK - (Weetwood) - 23010299,Weetwood,Pothole Cwy,18/03/2025,18/03/2025,71.11,426765.4949,438016.2155
HWO2509111,CHURCH LANE - (Adel and Wharfedale) - 23003296,Adel and Wharfedale,Pothole Cwy,18/03/2025,22/04/2025,71.11,427049.9424,439815.835
HWO2509110,ANCASTER ROAD - (Weetwood) - 23000317,Weetwood,Pothole Cwy,18/03/2025,10/04/2025,71.11,427064.4823,437353.0855
HWO2509109,VICTORIA CLOSE - (Otley and Yeadon) - 23020962,Otley and Yeadon,Pothole Carriageway,18/03/2025,08/04/2025,71.11,421691.6456,441167.0679
HWO2509107,HAREWOOD ROAD -  (Harewood) - A-0659-042,Harewood,Pothole Cwy,17/03/2025,02/04/2025,71.11,437163.23,445569.81
HWO2509105,OTLEY ROAD -  (Harewood) - A-0659-032,Harewood,Pothole Cwy,17/03/2025,02/04/2025,71.11,431117.61,445660.62
HWO2509104,COAL ROAD -  (Harewood) - C-302-008,Harewood,Pothole Cwy,17/03/2025,01/04/2025,71.11,434489.14,441331.79
HWO2509103,TARN LANE -  (Harewood) - 23021980-004,Harewood,Pothole Cwy,17/03/2025,01/04/2025,71.11,434984.67,441410.19
HWO2509101,TARN LANE -  (Harewood) - 23021980-002,Harewood,Pothole Cwy,17/03/2025,21/03/2025,71.11,434050.02,441126.71
HWO2509100,TARN LANE -  (Harewood) - 23021980-001,Harewood,Pothole Cwy,17/03/2025,01/04/2025,71.11,433512.84,440907.04
HWO2509099,ECCUP LANE -  (Harewood) - 23004568-009,Harewood,Pothole Cwy,17/03/2025,26/03/2025,71.11,429172.5211,443858.7789
HWO2509098,ECCUP LANE -  (Harewood) - 23004568-009,Harewood,Pothole Cwy,17/03/2025,26/03/2025,71.11,428989.19,443730.46
HWO2509097,ECCUP LANE -  (Alwoodley) - 23004568-008,Alwoodley,Pothole Cwy,17/03/2025,26/03/2025,71.11,428913.5,443643.41
HWO2509095,ECCUP LANE -  (Harewood) - 23004568-010,Harewood,Pothole Cwy,17/03/2025,13/05/2025,71.11,429381.48,444070.6
HWO2509094,RUDGATE - (Wetherby) - 23024300,Wetherby,Pothole Cwy,17/03/2025,31/03/2025,71.11,445285.381,447413.8729
HWO2509089,ECCUP LANE -  (Alwoodley) - 23004568-007,Alwoodley,Pothole Cwy,17/03/2025,26/03/2025,71.11,428931.94,443301.87
HWO2509087,SICKLINGHALL ROAD - (Harewood) - 23022091,Harewood,Pothole Cwy,17/03/2025,25/04/2025,71.11,438789.0179,448144.5098
HWO2509086,ECCUP LANE -  (Alwoodley) - 23004568-007,Alwoodley,Pothole Cwy,17/03/2025,26/03/2025,71.11,428932.35,443206.46
HWO2509082,WIKE LANE - (Harewood) - 23024918,Harewood,Pothole Cwy,17/03/2025,02/04/2025,71.11,435945.8352,443695.9405
HWO2509079,ECCUP LANE -  (Alwoodley) - 23004568-007,Alwoodley,Pothole Cwy,17/03/2025,26/03/2025,71.11,428879.73,443031
HWO2509077,ECCUP LANE -  (Alwoodley) - 23004568-007,Alwoodley,Pothole Cwy,17/03/2025,26/03/2025,71.11,428862.28,442993.03
HWO2509076,ECCUP LANE -  (Alwoodley) - 23004568-006,Alwoodley,Pothole Cwy,17/03/2025,26/03/2025,71.11,428798.58,442855.39
HWO2509074,ECCUP LANE -  (Alwoodley) - 23004568-006,Alwoodley,Pothole Cwy,17/03/2025,26/03/2025,71.11,428744.31,442749.26
HWO2509070,ECCUP LANE -  (Alwoodley) - 23004568-006,Alwoodley,Pothole Cwy,17/03/2025,26/03/2025,71.11,428727.64,442700.49
HWO2509068,ECCUP LANE -  (Alwoodley) - 23004568-004,Alwoodley,Pothole Cwy,17/03/2025,26/03/2025,71.11,428388.19,442113.47
HWO2509066,ECCUP LANE -  (Alwoodley) - 23004568-004,Alwoodley,Pothole Cwy,17/03/2025,26/03/2025,71.11,428367.79,442082.04
HWO2509065,ECCUP LANE -  (Alwoodley) - 23004568-003,Alwoodley,Pothole Cwy,17/03/2025,26/03/2025,71.11,428037.77,441673.61
HWO2509064,ECCUP LANE -  (Alwoodley) - 23004568-003,Alwoodley,Pothole Cwy,17/03/2025,26/03/2025,71.11,428129.84,441771.02
HWO2509063,KING LANE -  (Alwoodley) - C-333-010,Alwoodley,Pothole Cwy,17/03/2025,21/03/2025,71.11,428744.39,440428.02
HWO2509059,KING LANE -  (Alwoodley) - C-333-008,Alwoodley,Pothole Cwy,17/03/2025,21/03/2025,71.11,429345.98,439578.74
HWO2509026,PONTEFRACT LANE - (Burmantofts Richmond Hill) - 23009696,Burmantofts and Richmond Hill,Pothole Cwy,17/03/2025,19/03/2025,71.11,433511.3771,432101.2843
HWO2509017,VICTORIA ROAD -  (Morley North) - A-0643-014,Morley North,Pothole Cwy,17/03/2025,19/03/2025,71.11,426094.77,428260.91
HWO2509012,GELDERD ROAD -  (Morley North) - A-0062-009,Morley North,Pothole Cwy,17/03/2025,19/03/2025,0,425169.03,428999.37
HWO2509011,DRIGHLINGTON BYPASS -  (Morley North) - A-0650-006,Morley North,Pothole Cwy,17/03/2025,19/03/2025,0,421563.14,428479.52
HWO2509010,AINSTY VIEW - (Wetherby) - 23021990,Wetherby,Pothole Cwy,17/03/2025,31/03/2025,71.11,440329.4974,449332.6021
HWO2509008,DRIGHLINGTON BYPASS -  (Morley North) - A-0650-006,Morley North,Pothole Cwy,17/03/2025,19/03/2025,0,421559.86,428476.37
HWO2509007,YORK ROAD - (Killingbeck and Seacroft) - 23013846,Killingbeck and Seacroft,Pothole Cwy,17/03/2025,18/03/2025,71.11,435357.7471,434878.9495
HWO2509005,THORNER LANE - (Harewood) - 23024302,Harewood,Pothole Cwy,17/03/2025,01/04/2025,71.11,440827.3842,442764.9733
HWO2509004,SICKLINGHALL ROAD - (Harewood) - 23022091,Harewood,Pothole Cwy,17/03/2025,02/04/2025,71.11,437455.7312,448132.4093
HWO2509002,RAINCLIFFE ROAD - (Burmantofts Richmond Hill) - 23010039,Burmantofts and Richmond Hill,Pothole Cwy,17/03/2025,29/04/2025,71.11,432220.4805,433441.1818
HWO2509001,BRUNTCLIFFE ROAD -  (Morley South) - A-0650-022,Morley South,Pothole Cwy,17/03/2025,19/03/2025,71.11,425680.87,426865.58
HWO2508998,ECCUP LANE - (Alwoodley) - 23004568,Alwoodley,Pothole Cwy,17/03/2025,26/03/2025,71.11,428741.6135,442744.7615
HWO2508997,RIDGE ROAD - (Kippax and Methley) - 23021665,Kippax and Methley,Pothole Cwy,17/03/2025,19/03/2025,71.11,443229.0704,434636.4751
HWO2508995,AMBERTON CRESCENT - (Gipton and Harehills) - 23000302,Gipton and Harehills,Pothole Cwy,17/03/2025,18/03/2025,71.11,433235.5094,435656.3441
HWO2508994,THE ELM WALK - (Temple Newsam) - 23031117,Temple Newsam,Pothole Cwy,17/03/2025,19/03/2025,71.11,436354.3565,433285.872
HWO2508993,YORK ROAD - (Killingbeck and Seacroft) - 23013846,Killingbeck and Seacroft,Pothole Cwy,17/03/2025,18/03/2025,71.11,432334.1776,433681.1112
HWO2508992,HIGH ASH CRESCENT - (Alwoodley) - 23021965,Alwoodley,Pothole Cwy,17/03/2025,21/03/2025,71.11,431406.7544,440450.4755
HWO2508991,PONTEFRACT LANE - (Burmantofts Richmond Hill) - 23009696,Burmantofts and Richmond Hill,Pothole Cwy,17/03/2025,18/03/2025,71.11,433467.6592,432145.5441
HWO2508990,SCOTT HALL ROAD - (Chapel Allerton) - 23010775,Chapel Allerton,Pothole Cwy,17/03/2025,19/03/2025,71.11,429906.2145,437020.6407
HWO2508989,KENTMERE APPROACH - (Killingbeck and Seacroft) - 23007022,Killingbeck and Seacroft,Pothole Cwy,17/03/2025,19/03/2025,71.11,434311.5833,436428.3043
HWO2508988,MANLEY DRIVE - (Wetherby) - 23022052,Wetherby,Pothole Cwy,17/03/2025,01/04/2025,71.11,438994.5324,448694.6102
HWO2508987,HAREHILLS LANE - (Gipton and Harehills) - 23006019,Gipton and Harehills,Pothole Cwy,17/03/2025,18/03/2025,71.11,431975.9734,435832.8002
HWO2508986,MANLEY DRIVE - (Wetherby) - 23022052,Wetherby,Pothole Cwy,17/03/2025,01/04/2025,71.11,438992.6064,448694.5566
HWO2508985,WIKE LANE - (Harewood) - 23024918,Harewood,Pothole Cwy,17/03/2025,01/04/2025,71.11,435235.4255,443052.4499
HWO2508984,MANOR PARK AVENUE - (Kippax and Methley) - 23021678,Kippax and Methley,Pothole Cwy,17/03/2025,29/05/2025,71.11,441523.1398,428154.5204
HWO2508983,OLD HOLLINGS HILL - (Guiseley and Rawdon) - 23020994,Guiseley and Rawdon,Pothole Cwy,17/03/2025,17/03/2025,71.11,418551.2956,441295.2687
HWO2508980,HOLT LANE - (Adel and Wharfedale) - 23006591,Adel and Wharfedale,Pothole Cwy,17/03/2025,17/03/2025,71.11,425430.4246,440427.5529
HWO2508979,WHITEHALL ROAD - (Farnley and Wortley) - 23013435,Farnley and Wortley,Pothole Cwy,17/03/2025,18/03/2025,71.11,429508.1828,433318.2755
HWO2508978,HOLT PARK APPROACH - (Adel and Wharfedale) - 23006592,Adel and Wharfedale,Pothole Cwy,17/03/2025,17/03/2025,71.11,426428.8095,440204.6623
HWO2508977,TALBOT ROAD - (Roundhay) - 23011905,Roundhay,Pothole Cwy,17/03/2025,04/04/2025,71.11,431826.6826,438526.6709
HWO2508976,RING ROAD BEESTON PARK - (Middleton Park) - 23010282,Middleton Park,Pothole Cwy,17/03/2025,18/03/2025,71.11,429006.2564,429716.1262
HWO2508974,ELLAND ROAD - (Morley North) - 23022380,Morley North,Pothole Cwy,17/03/2025,18/03/2025,71.11,427179.8149,429508.9061
HWO2508973,CRESKELD CRESCENT - (Adel and Wharfedale) - 23022280,Adel and Wharfedale,Pothole Cwy,17/03/2025,17/03/2025,71.11,425628.1837,443169.8684
HWO2508972,OTLEY ROAD - (Weetwood) - 23009272,Weetwood,Pothole Cwy,17/03/2025,17/03/2025,71.11,427144.6366,437347.8634
HWO2508971,COMPTON LANE - (Harewood) - 23024037,Harewood,Pothole Cwy,17/03/2025,25/03/2025,71.11,438361.7922,444439.4212
HWO2508968,ASH TREE APPROACH - (Cross Gates and Whinmoor) - 23000476,Cross Gates and Whinmoor,Pothole Cwy,17/03/2025,19/03/2025,71.11,436811.2951,436035.6806
HWO2508967,HARROGATE ROAD - (Guiseley and Rawdon) - 23020673,Guiseley and Rawdon,Pothole Cwy,17/03/2025,17/03/2025,71.11,421196.4554,440240.3313
HWO2508963,COOKRIDGE LANE - (Adel and Wharfedale) - 23003629,Adel and Wharfedale,Pothole Cwy,17/03/2025,17/03/2025,71.11,425277.2472,440967.9963
HWO2508961,CHURCH LANE - (Kippax and Methley) - 23021656,Kippax and Methley,Pothole Cwy,17/03/2025,07/07/2025,71.11,444107,433672
HWO2508960,WEST END RISE - (Horsforth) - 23021391,Horsforth,Pothole Cwy,17/03/2025,17/03/2025,71.11,422678,438233
HWO2508959,ABBEY ROAD - (Kirkstall) - 23000008,Kirkstall,Pothole Cwy,17/03/2025,17/03/2025,71.11,425964.0665,436233.7684
HWO2508957,VICTORIA ROAD - (Guiseley and Rawdon) - 23020832,Guiseley and Rawdon,Pothole Cwy,17/03/2025,17/03/2025,71.11,418954.7852,441992.1823
HWO2508955,WHINFIELD - (Adel and Wharfedale) - 23013388,Adel and Wharfedale,Pothole Cwy,17/03/2025,17/03/2025,71.11,426793.8973,439631.3798
HWO2508953,APPERLEY LANE - (Horsforth) - 23020715,Horsforth,Pothole Cwy,17/03/2025,17/03/2025,71.11,420362.1545,439967.4319
HWO2508951,BACK LANE - (Guiseley and Rawdon) - 23020775,Guiseley and Rawdon,Pothole Cwy,17/03/2025,17/03/2025,71.11,418824.1673,441666.3925
HWO2508949,ST HELENS LANE - (Adel and Wharfedale) - 23011369,Adel and Wharfedale,Pothole Cwy,17/03/2025,17/03/2025,71.11,427119.2634,439291.4298
HWO2508948,RING ROAD LOWER WORTLEY - (Farnley and Wortley) - 23010290,Farnley and Wortley,Pothole Cwy,17/03/2025,18/03/2025,71.11,425484.9232,432826.1201
HWO2508947,POOL BANK NEW ROAD - (Adel and Wharfedale) - 23022353,Adel and Wharfedale,Pothole Cwy,17/03/2025,17/03/2025,71.11,424886.4717,444566.7652
HWO2508946,ADEL LANE - (Adel and Wharfedale) - 23000088,Adel and Wharfedale,Pothole Cwy,17/03/2025,17/03/2025,71.11,427052.5134,439813.0486
HWO2508944,WINDMILL LANE - (Guiseley and Rawdon) - 23030529,Guiseley and Rawdon,Pothole Cwy,17/03/2025,17/03/2025,71.11,418972.456,443893.0877
HWO2508943,HAREHILLS LANE - (Gipton and Harehills) - 23006019,Gipton and Harehills,Pothole Cwy,17/03/2025,18/03/2025,71.11,431961.9964,435836.1245
HWO2508938,OVERDALE AVENUE -  (Alwoodley) - 23024516-001,Alwoodley,Pothole Cwy,14/03/2025,19/03/2025,71.11,432469.71,440213.43
HWO2508937,OVERDALE AVENUE -  (Alwoodley) - 23024516-001,Alwoodley,Pothole Cwy,14/03/2025,19/03/2025,71.11,432471.67,440194.08
