Stop_No,Location,X,Y,Platetype,Adshelnum,Plate_loca,Casetype,Schemestop,Lighting,Nexusplate,District,Status,Shelter_Ty
3083,EAST BAILEY,428134,571505,C2, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
3084,"EAST BAILEY,KILLINGWORTH",428784,571385,C4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
3085,"EAST BAILEY,KILLINGWORTH",428769,571109,C4, ,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,TIMELINE
3086,"EAST BAILEY,KILLINGWORTH",428431,571045,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
3087,"EAST BAILEY,KILLINGWORTH",428183,571078,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
3088,EAST BAILEY,427916,571046,C2, ,STAINLESS STEEL,NONE, ,AT STOP,New,North Tyneside,OPERATING,NONE
3089,EAST BAILEY KILLINGWORTH,428238,571095,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
3090,EAST BAILEY,428471,571039,C2, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
3091,EAST BAILEY,428771,571138,C2, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
3092,"EAST BAILEY,KILLINGWORTH",428778,571376,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
3093,"EAST BAILEY, KILLINGWORTH",428475,571507,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
3094,"EAST BAILEY,KILLINGWORTH",428109,571493,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
3095,"GREAT LIME RD,WESTMOOR",427594,570392,C5,0503/0136,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
3096,"GREAT LIME RD,WESTMOOR",427791,570358,C5, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
3099,KILLINGWORTH LANE,429463,572005,O2, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
3100,K/WORTH LANE BACKWORTH,429412,571913,X3, ,BRACKET,LARGE, ,POWERED,Yes,North Tyneside,OPERATING,TIMELINE
3103,GREAT LIME ROAD WEST LANE,427743,570357,C2, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
3104,GREAT LIME ROAD BALLIOL AVENUE,427436,570406,C3,0503/0159,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
3105,SANDY LANE INDUSTRIAL ESTATE,425310,571813,O1, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
3106,SANDY LANE,425909,571753,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
3108,A1056 B/WORTH,428818,572483,C3, ,Removed,None, ,Unknown,Yes,North Tyneside,OPERATING,NONE
3109,A1056 B/WORTH,428677,572406,C3, ,Removed,None, ,Unknown,Yes,North Tyneside,OPERATING,NONE
3111,SANDY LANE,425802,571753,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
3112,SANDY LANE INDUSTRIAL ESTATE,425262,571812,O1, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
3113,NORTHUMBRIAN WAY PLANET PLACE,427146,570772,O1,0503/0165,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
3114,NORTHUMBRIAN WAY STATION ROAD,426969,570998,O1,0503/0212,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
3115,"NORTHUMBRIAN WAY,KILLINGWORTH",426980,570975,X3,0503/0226,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,ADSHEL
3116,"NORTHUMBRIAN WAY,KILLINGWORTH",427321,570748,X3,0503/0164,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,ADSHEL
3117,B1321 DUDLEY,426168,573385,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OUTSER,ABACUS
3118,B1321 FORDLEY,426476,573348,X4, ,Stainless Steel,None, ,At Stop,New,North Tyneside,OPERATING,NONE
3121,B1321 FORDLEY,426462,573336,O2, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ABACUS
3122,B1321 DUDLEY,426148,573379,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ABACUS
3123,GLEBE RD FOREST HALL,427545,570118,X3, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ABACUS
3124,"GLEBE RD,FOREST HALL",427575,570074,X3, ,METAL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
3125,GREAT LIME ROAD CLOUSDEN HILL,428132,570289,C3,0503/0141,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
3126,"STATION RD,K/WORTH - REMOVED",426773,570893,C2, ,Removed,None, ,At Stop,Yes,North Tyneside,OPERATING,NONE
3127,STATION RD KILLINGWORTH,426846,570963,X2, ,STAINLESS STEEL,NONE, ,UNKOWN,New,North Tyneside,OUTSER,NONE
3129,SALTERS LANE,426387,570149,C5,0503/0150,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
3130,SALTERS LANE,426350,570118,C5,0503/0151,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
3132,"CITADEL WEST,K/WORTH - REMOVED",427692,571563,C7, ,Removed,None, ,At Stop,Yes,North Tyneside,OPERATING,NONE
3133,KILLINGWORTH CITADEL WEST,427570,571288,C3, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
3134,KILLINGWORTH CITADEL WEST,427594,571360,C3,0503/0225,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
3140,"SIMONSIDE WAY,KILLINGWORTH",429091,571485,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
3900,GREENHILLS ESTATE - Hail & Ride,427299,572022,O4, ,NONE,None, ,Unknow,New,North Tyneside,OPERATING,NONE
3901,WEST MOOR - SHARON CLOSE -Hail & Ride,426809,570792,O4, ,Hale & Ride,None, ,Unknow,New,North Tyneside,OPERATING,NONE
3925,WEST BAILEY,427662,571656,C5, ,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ARUN
3926,WEST BAILEY,427669,571646,C5, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
3927,EAST BAILEY KILLINGWORTH,428487,571522,C4, ,BRACKET,LARGE, ,BENCH SHELTER,New,North Tyneside,OPERATING,ARUN
3928,GREAT LIME ROAD CLOUSDEN HILL,428047,570312,C3, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
3929,GLEBE RD FOREST HALL,427531,570318,X3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
3930,FEETHAM AVE FOREST HALL,429150,570036,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
3931,GREAT LIME ROAD PALMERSVILLE,429471,570029,C4,0503/0161,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
3932,"EAST BAILEY,KILLINGWORTH",427917,571087,C3, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
3933,"SIMONSIDE WAY,KILLINGWORTH",428754,571512,X4, ,METAL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
3934,"NORTHGATE,KILLINGWORTH",427961,571881,X3, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,North Tyneside,OPERATING,NONE
3935,"WEST BAILEY,K/WORTH - REMOVED",427786,571620,C3, ,Removed,None, ,Unknow,Yes,North Tyneside,OPERATING,NONE
3936,EAST BAILEY-GARTH 33-W/B,427878,571094,X3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
3937,"Simonside Way, Killingworth",429036,571509, , ,Stainless Steel,Normal, , ,Yes,North Tyneside,OPERATING,NONE
3938,"Simonside Way, Killingworth",428751,571500, , ,Stainless Steel,Normal, , , ,North Tyneside,OPERATING,NONE
3950,GREAT LIME ROAD MOORSIDE,426598,570553,C1, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
3951,"GT LIME RD,WEST MOOR",426903,570504,C5, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
3952,BENTON LANE,426611,570043,C4,0503/0024,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
3953,BENTON LANE,426581,570053,C5,0503/0025,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
3954,"KILLINGWORTH DR,W/MOOR - REMOVED",426721,570820,C2, ,Removed,None, ,Nearby,Yes,North Tyneside,OPERATING,NONE
3975,FERN DRIVE,426521,573599,O5, ,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ABACUS
3976,"MARCH RD,DUDLEY",426497,573558,C4, ,Stainless Steel,None, ,At Stop,New,North Tyneside,OPERATING,NONE
3977,FERN DRIVE ANNITSFORD,426909,573571,X3, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
03KLA,KILLINGWORTH BUS STATION - STAND A,427872,571377, , ,BRACKET,LARGE, ,UNKOWN,No,North Tyneside,OPERATING,STAND
03KLB,KILLINGWORTH BUS STATION - STAND B,427867,571366, , ,BRACKET,LARGE, ,UNKOWN,No,North Tyneside,OPERATING,STAND
03KLC,KILLINGWORTH BUS STATION - STAND C,427865,571360, , ,BRACKET,LARGE, ,UNKOWN,No,North Tyneside,OPERATING,STAND
03KLD,KILLINGWORTH BUS STATION - STAND D,427860,571349, , ,BRACKET,LARGE, ,UNKOWN,No,North Tyneside,OPERATING,STAND
4001,WHITLEY ROAD,430079,570122,C4,0503/0189,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4002,WHITLEY RD HOLYSTONE,430337,570436,C4,0503/0186,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4003,EARSDON RD SHIREMOOR,431051,571170,X4, ,BRACKET,LARGE, ,None,New,North Tyneside,OPERATING,ARUN
4004,"EARSDON RD,SHIREMOOR",431165,571285,X4,0503/0205,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4005,EARSDON RD SHIREMOOR,431418,571534,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
4006,EARSDON RD SHIREMOOR,431762,571885,X4, ,NONE,Large, ,Nearby,New,North Tyneside,OPERATING,NONE
4007,GARDEN TCE EARSDON,432123,572368,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4008,FRONT STREET,432174,572475,O2, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,BRICK
4009,A192 EARSDON,432344,572485,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
4010,"EARSDON RD,WELLFIELD",432497,572445,O4,0503/0085,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4011,EARSDON RD WEST MONKSEATON,432977,572234,X4,0503/0149,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4013,EARSDON ROAD WEST MONKSEATON,433487,571910,X1,0503/0078,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4014,"EARSDON RD,W/MONKSEATON",433619,571807,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
4015,"CAULDWELL LN,W/MONKSEATON",433932,571635,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,North Tyneside,OPERATING,NONE
4016,"CAULDWELL LN,W/MONKSEATON",434178,571853,X3,0503/0041,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4017,"FRONT ST,MONKSEATON",434382,571976,X3, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,CHESTER
4018,FRONT STREET MONKSEATON,434554,572074,O1, ,Stainless Steel,TWIN, ,NEARBY,New,North Tyneside,OPERATING,NONE
4019,"MARINE AVE,MONKSEATON",434866,572406,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,Yes,North Tyneside,OPERATING,NONE
4020,"MARINE AVE,MONKSEATON",434948,572435,X4,0503/0079,BRACKET,LARGE, ,AT STOP,Yes,North Tyneside,OPERATING,ADSHEL
4021,FRONT STREET MONKSEATON,434538,572039,O1,0503/0068,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4022,FRONT STREET,434261,571918,O4,0503/0033,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4023,"CAULDWELL LN,W/MONKSEATON",434166,571826,X3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
4024,"CAULDWELL LN,W/MONKSEATON",433983,571660,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,Yes,North Tyneside,OPERATING,NONE
4025,"EARSDON RD,W/MONKSEATON",433713,571720,X4,0503/0077,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4026,EARSDON ROAD WEST MONKSEATON,433494,571886,X1, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
4029,"EARSDON RD,W/MONKSEATON",433041,572168,X4,0503/0142,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4030,"EARSDON RD,WELLFIELD",432498,572417,X4,0503/0086,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4031,FRONT STREET,432215,572474,O3, ,BRACKET,LARGE, ,Solar,New,North Tyneside,OPERATING,ARUN
4032,GARDEN TCE EARSDON,432145,572348,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ABACUS
4033,EARSDON RD SHIREMOOR,431704,571805,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ABACUS
4034,"EARSDON RD,SHIREMOOR",431552,571656,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4035,EARSDON RD SHIREMOOR,431171,571278,X4,0503/0232,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4036,EARSDON RD SHIREMOOR,430970,571079,O4, ,Removed,None, ,Nearby,New,North Tyneside,OPERATING,NONE
4037,WHITLEY ROAD HOLYSTONE,430326,570407,C2,0503/0187,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4038,WHITLEY ROAD,430125,570163,C4,0503/0188,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4039,BENTON RD W ALLOTMENT,430940,570506,X4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
4040,BENTON RD W/ALLOTMENT,431117,570466,X4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
4041,"BENTON RD,W/ALLOTMENT",431347,570639,C2, ,Removed,None, ,Unknow,Yes,North Tyneside,OPERATING,NONE
4042,NEW YORK RD  WEST ALLOTMENT,431334,570614,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,SPECIAL
4043,NEW YORK RD THE ALLOTMENT,431812,570423,X4,0503/0196,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4044,NEW YORK ROAD,432189,570282,O2,0503/0174,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4045,NEW YORK RD NEW YORK,432703,570182,X3, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
4046,"NEW YORK RD,NEW YORK",432859,570178,X3, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
4047,RAKE LANE BILLY MILL LANE,433349,570125,C4,0503/0138,BRACKET,LARGE, ,AT STOP,Yes,North Tyneside,OPERATING,ADSHEL
4048,RAKE LANE DEVON ROAD,433702,570231,C6,0503/0230,METAL,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4049,"RAKE LN,PRESTON GRANGE",434425,570629,C7,0503/0109,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4050,RAKE LANE,434573,570805,C6,0503/0112,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4051,SHIELDS RD MONKSEATON,434691,571148,C5,0503/0215,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,ADSHEL
4052,WHITLEY BAY ICE RINK,434939,571486,C4, ,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,TIMELINE
4053,WHITLEY BAY ICE RINK,434849,571367,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
4054,"SHIELDS RD,MONKSEATON",434637,571055,C5,0503/0224,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,ADSHEL
4055,"RAKE LN,PRESTON GRANGE",434586,570793,C6,0503/0111,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4056,"RAKE LN,PRESTON GRANGE",434352,570537,C6,0503/0110,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4057,"DEVON RD,PRESTON GRANGE",433836,570225,C4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
4058,"RAKE LN,NEW YORK",433632,570193,C4,0503/0145,METAL,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4059,NEW YORK ROAD,433154,570105,C5, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
4060,"NEW YORK RD,NEW YORK",432841,570170,X3, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4061,NEW YORK RD NEW YORK,432580,570176,X3, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,BRICK
4062,NEW YORK ROAD,432116,570299,X1, ,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,INSIGNIA
4063,NEW YORK ROAD,431655,570453,O1,0503/0172,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4064,NEW YORK ROAD,431335,570589,C3, ,BRACKET,LARGE, ,POWERED,Yes,North Tyneside,OPERATING,SPECIAL
4065,"BENTON RD,WEST ALLOTMENT",431234,570530,X3, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,TIMELINE
4066,"BENTON RD, WEST ALLOTMENT",430921,570502,X4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
4067,"PARK LANE, NEW YORK ROAD",431755,570479,X1, ,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,TIMELINE
4068,"PARK LANE,SHIREMOOR",431775,570793,X4,0503/0169,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4069,"PARK LANE,SHIREMOOR",431800,570970,X4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
4070,PARK LANE,431786,571216,O5, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4071,"PARK LN,SHIREMOOR",431758,571667,X4, ,BRACKET,LARGE, ,Solar,New,North Tyneside,OPERATING,ARUN
4072,PARK LANE SHIREMOOR,431755,571787,O2, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
4073,"PARK LANE,SHIREMOOR",431792,571238,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4074,"PARK LANE,SHIREMOOR",431807,571017,X4, ,BRACKET,LARGE, ,None,New,North Tyneside,OPERATING,ARUN
4075,PARK LANE SHIREMOOR,431777,570742,X4,0503/0171,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4076,"PRESTON RD NTH,P/GRANGE",434740,570507,X4,0503/0007,MISSING,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4077,"HARTON BURNS RD,PRESTON",434988,570209,X4, ,METAL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4078,"PRESTON NTH RD,PRESTON",434966,570153,X4,0503/0194,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4079,"PRESTON NTH RD,PRESTON",434876,570310,X4,0503/0197,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4080,PRESTON ROAD NORTH,434720,570490,O1,0503/0008,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4081,STATION RD BACKWORTH,430996,571148,X4, ,STAINLESS STEEL,NORMAL, ,POWERED,New,North Tyneside,OPERATING,NONE
4082,STATION ROAD,430757,571334,O2, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
4083,"STATION RD,BACKWORTH",430293,571846,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
4084,STATION ROAD,430172,572194,O3, ,METAL,LARGE, ,NEARBY,New,North Tyneside,OPERATING,BRICK
4085,BACKWORTH LANE,430181,572186,O2, ,BRACKET,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,CHESTER
4086,STATION RD BACKWORTH,430315,571807,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4087,"STATION RD, MOORSIDE",430785,571322,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,TIMELINE
4088,THE LINKS W/BAY,435009,573570,C4, ,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,ARUN
4089,THE LINKS HASTINGS AVENUE,434819,574086,C4, ,STAINLESS STEEL,NORMAL, ,NEARBY,Yes,North Tyneside,OPERATING,NONE
4090,WHITLEY BAY CEMETERY THE LINKS,434666,574511,C2,0503/0120,METAL,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4091,WHITLEY BAY CEMETERY,434706,574360,C2, ,STAINLESS STEEL,NONE, ,NEARBY,New,North Tyneside,OUTSER,NONE
4092,BLYTH RD W/BAY,434409,574538,C3, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4093,"BLYTH RD,W/BAY",434506,574562,C3, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
4094,WHITLEY BAY CEMETERY,434704,574499,C2,0503/0116,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4095,THE LINKS HASTINGS AVENUE,434843,574085,C2,0503/0115,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4096,THE LINKS WHITLEY BAY,434933,573836,C3,0503/0119,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,ADSHEL
4097,A192 EARSDON,432312,572518,O2, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4098,NORHAM ROAD MONKSEATON METRO,434759,572112,C2, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
4099,NORHAM RD M/SEATON,434999,572045,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4100,WESTMINSTER AVENUE NEWYORK,432957,570096,C2, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
4101,WESTMINSTER AVENUE NEW YORK,432951,570110,C2, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
4102,DEVON ROAD,433883,570042,O2, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4103,BROMLEY AVE M/SEATON,434253,571690,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
4104,BROMLEY AVENUE,434215,571305,O2, ,BRACKET,LARGE, ,None,New,North Tyneside,OPERATING,ARUN
4105,BROMLEY AVE M/SEATON,434205,571322,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
4106,"BROMLEY AVE,M/SEATON",434251,571756,X4, ,METAL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
4109,"SEATONVILLE RD,M/SEATON",434350,571059,X4,0503/0223,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,ADSHEL
4110,SEATONVILLE ROAD,434331,571101,O2,0503/0231,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
4111,MONKSEATON DRIVE BEAUMONT PARK,433958,572790,O1,0503/0083,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4112,"MONKSEATON DR,W/BAY",434209,572917,X4,0503/0080,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
4113,"WOODBURN DR,WHITLEY BAY",434128,573262,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4114,"WOODBURN DR,WHITLEY BAY",434172,573512,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4115,CLAREMONT ROAD WHITLEY LODGE,434559,573451,O1, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4116,CLAREMONT RD W/BAY,434745,573133,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
4117,CLAREMONT GDNS W/BAY,434816,572974,X4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
4118,ILFRACOMBE GARDENS,434968,572690,O2, ,BRACKET,LARGE, ,None,New,North Tyneside,OPERATING,ARUN
4119,"ILFRACOMBE GDNS,W/BAY",434955,572699,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
4120,"CLAREMONT GDNS,W/BAY",434821,572949,X4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
4121,CLAREMONT RD W/BAY,434716,573176,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4122,"CLAREMONT RD,W/BAY",434598,573378,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
4123,CLAREMONT ROAD WHITLEY LODGE,434495,573530,O1, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
4124,WOODBURN DRIVE W/BAY,434221,573521,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4125,WOODBURN DR-WHITLEY BAY,434151,573238,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
4126,"WOODBURN DR,WHITLEY BAY",434299,573090,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
